Sentence,Sentiment,sentiment_score,clean_sentence,wordlen
ocuses joan rag hormones sledgehammer,0.30556,3.0556,ocus joan rag hormon sledgehamm,5
ocuses joan rag hormones sledgehammer audience spanish inquisitions madness much become mad waste minutes,0.22222,2.2222,ocus joan rag hormon sledgehamm audienc spanish inquisit mad much becom mad wast minut,14
ocuses joan rag hormones sledgehammer audience spanish inquisitions madness,0.25,2.5,ocus joan rag hormon sledgehamm audienc spanish inquisit mad,9
ocuses joan rag hormones sledgehammer audience spanish inquisitions madness much,0.31944,3.1944,ocus joan rag hormon sledgehamm audienc spanish inquisit mad much,10
ocuses joan rag hormones sledgehammer audience spanish inquisitions madness much become mad waste minutes century,0.083333,0.83333,ocus joan rag hormon sledgehamm audienc spanish inquisit mad much becom mad wast minut centuri,15
ocuses human interaction rather battle action sequence,0.59722,5.9722,ocus human interact rather battl action sequenc,7
ocusing intently character make quirky individuals rather figure fun,0.625,6.25,ocus intent charact make quirki individu rather figur fun,9
ocusing eccentricity fail ultimately make something bigger scrapbook oddballs,0.23611,2.3611,ocus eccentr fail ultim make someth bigger scrapbook oddbal,9
ocusing story least interest subject,0.29167,2.9166999999999996,ocus stori least interest subject,5
olks understand ones figure care understand either,0.29167,2.9166999999999996,olk understand one figur care understand either,7
ollow blueprint hundreds film sell highest bidder walk away without anyone truly know identity,0.26389,2.6389,ollow blueprint hundr film sell highest bidder walk away without anyon truli know ident,14
ollow stale standard storyline become commonplace movies explore seamy underbelly criminal world,0.13889,1.3889,ollow stale standard storylin becom commonplac movi explor seami underbelli crimin world,12
ollowed runaway success first film the full monty,0.73611,7.3611,ollow runaway success first film full monti,7
ollowed runaway success first film the full monty something different,0.58333,5.8333,ollow runaway success first film full monti someth differ,9
ollowers whole genre deserve vampire pic shrieky special effect,0.38889,3.8889,ollow whole genr deserv vampir pic shrieki special effect,9
ollowing formula win style offer target audience urban kid,0.72222,7.2222,ollow formula win style offer target audienc urban kid,9
ollowing one heart follow demand tradition,0.66667,6.6667,ollow one heart follow demand tradit,6
ollowing delightful family film cold fish,0.63889,6.3889,ollow delight famili film cold fish,6
ollowing dream let mountain tell,0.55556,5.5556,ollow dream let mountain tell,5
ollowing dream matter parent think socrates motion hemlock,0.59722,5.9722,ollow dream matter parent think socrat motion hemlock,8
ollows resolutely realistic path uncompromising insight,0.80556,8.0556,ollow resolut realist path uncompromis insight,6
ollows standard formula animate adventure,0.61111,6.1111,ollow standard formula anim adventur,5
ollows blair witch formula hour tell something creepy vague work,0.52778,5.2778,ollow blair witch formula hour tell someth creepi vagu work,10
ollows basic plot trajectory nearly every schwarzenegger film,0.38889,3.8889,ollow basic plot trajectori nearli everi schwarzenegg film,8
ond memories stay past lesson film teach well,0.54167,5.4167,ond memori stay past lesson film teach well,8
ondly remember roman coppola brief pretentious period go film actually tell story worth care,0.31944,3.1944,ondli rememb roman coppola brief pretenti period go film actual tell stori worth care,14
ondly remember endlessly challenge maze moviegoing,0.72222,7.2222,ondli rememb endlessli challeng maze moviego,6
oolish try hold onto leave passe chopsocky glory,0.44444,4.4444,oolish tri hold onto leav pas chopsocki glori,8
ools saw quentin tarantino handful raucous gangster film branch copycat interpretations,0.26389,2.6389,ool saw quentin tarantino hand raucou gangster film branch copycat interpret,11
ootage burstein family perform historical archive,0.5,5.0,ootag burstein famili perform histor archiv,6
ootage might make such thing trenchant ironic cultural satire instead frustrate misfire,0.23611,2.3611,ootag might make thing trenchant iron cultur satir instead frustrat misfir,11
clara paul even like though perhaps emotion closer pity,0.33333,3.3333000000000004,clara paul even like though perhap emot closer piti,9
certainly get lose section quirky prison romp pile petty thievery,0.16667,1.6667,certainli get lose section quirki prison romp pile petti thieveri,10
chris cooper agency boss close,0.5,5.0,chri cooper agenc bos close,5
duvall throb sincerity elderly propensity pat people talk,0.51389,5.1389,duval throb sincer elderli propens pat peopl talk,8
gai character avoid fate befall every carmen,0.66667,6.6667,gai charact avoid fate befal everi carmen,7
griffiths warm win central performance,0.84722,8.472199999999999,griffith warm win central perform,5
independence complete load cgi bushel violence drop human blood,0.19444,1.9444,independ complet load cgi bushel violenc drop human blood,9
lil bow wow add movies list things well,0.77778,7.7778,lil bow wow add movi list thing well,8
love much hong kong movie,0.5,5.0,love much hong kong movi,5
mike tyson true hollywood story,0.48611,4.8610999999999995,mike tyson true hollywood stori,5
paymer boss ultimately express empathy bartleby pain,0.55556,5.5556,paymer bos ultim express empathi bartlebi pain,7
ram dass latest book aim boomer demographic,0.5,5.0,ram das latest book aim boomer demograph,7
soderbergh fan think go commercial since two oscar nominate film,0.69444,6.9444,soderbergh fan think go commerci sinc two oscar nomin film,10
swamp animation double deafen score,0.34722,3.4722,swamp anim doubl deafen score,5
universal studios much action take place,0.43056,4.3056,univers studio much action take place,6
wilson play act murphy prima donna,0.375,3.75,wilson play act murphi prima donna,6
good before collapse exactly kind buddy cop comedy set lampoon anyway,0.26389,2.6389,good collaps exactli kind buddi cop comedi set lampoon anyway,10
guy wait three years breathless anticipation new hal hartley movie pore thing,0.47222,4.7222,guy wait three year breathless anticip new hal hartley movi pore thing,12
litmus test generation gap bad enough repulse generation fan,0.43056,4.3056,litmu test gener gap bad enough repuls gener fan,9
james bond adventure village idiot clone,0.44444,4.4444,jame bond adventur villag idiot clone,6
adults the character interest often creatively construct figure backstory,0.72222,7.2222,adult charact interest often creativ construct figur backstori,8
adventurous indian filmmakers toward crossover,0.63889,6.3889,adventur indian filmmak toward crossov,5
insights dream world teen life electronic expression cyber culture film,0.56944,5.6944,insight dream world teen life electron express cyber cultur film,10
anachronistic phantasms haunt imagine glory pasts,0.54167,5.4167,anachronist phantasm haunt imagin glori past,6
attention nearly break little neck try perform entertain trick,0.36111,3.6111,attent nearli break littl neck tri perform entertain trick,9
bite big job first time,0.45833,4.5833,bite big job first time,5
movie title character play brendan fraser,0.5,5.0,movi titl charact play brendan fraser,6
scenic splendor mountains legendary actor michel serrault film,0.81944,8.1944,scenic splendor mountain legendari actor michel serrault film,8
bring audiences hard bitter place,0.38889,3.8889,bring audienc hard bitter place,5
cast often resurrect performers rarely work movies draw flavorful performances bland actors,0.65278,6.5278,cast often resurrect perform rare work movi draw flavor perform bland actor,12
children heartfelt romance teenagers compel argument death,0.58333,5.8333,child heartfelt romanc teenag compel argument death,7
convey way tiny act kindness make ordinary life survivable,0.75,7.5,convey way tini act kind make ordinari life surviv,9
convict violent felons assign protect,0.5,5.0,convict violent felon assign protect,5
country music fan family audiences,0.55556,5.5556,countri music fan famili audienc,5
craft wonderful portrait conflict soldier,0.59722,5.9722,craft wonder portrait conflict soldier,5
director neil marshall intense freight,0.51389,5.1389,director neil marshal intens freight,5
director sam mendes segue oscar winner potential smooth sleight hand,0.76389,7.6389,director sam mend segu oscar winner potenti smooth sleight hand,10
draw wrench performances actors improvise many months convey way tiny act kindness make ordinary life survivable,0.83333,8.3333,draw wrench perform actor improvis mani month convey way tini act kind make ordinari life surviv,16
fan british cinema many titans industry along ride,0.69444,6.9444,fan british cinema mani titan industri along ride,8
fashion engross entertainment almost prescription critical commercial disaster,0.375,3.75,fashion engross entertain almost prescript critic commerci disast,8
find new angle tireless story,0.47222,4.7222,find new angl tireless stori,5
followers whole genre deserve vampire pic shrieky special effect,0.36111,3.6111,follow whole genr deserv vampir pic shrieki special effect,9
follow delightful family film cold fish,0.625,6.25,follow delight famili film cold fish,6
give public oration rather contribute film narrative,0.43056,4.3056,give public orat rather contribut film narr,7
grasp coolness vibes fact film flippant slick think,0.33333,3.3333000000000004,grasp cool vibe fact film flippant slick think,8
horse fewer deliberate laugh inadvertent ones stunningly trite songs,0.51389,5.1389,hors fewer deliber laugh inadvert one stunningli trite song,9
idiots care kind sewage shovel mental gullets simulate sustenance,0.041667,0.41667000000000004,idiot care kind sewag shovel mental gullet simul susten,9
illustrate merit fight hard something really matter,0.69444,6.9444,illustr merit fight hard someth realli matter,7
excellent storytelling economical compress characterisations profound humanity,0.84722,8.472199999999999,excel storytel econom compress characteris profound human,7
justice two crimes many yet recover,0.43056,4.3056,justic two crime mani yet recov,6
laugh ratio exactly favour audience,0.29167,2.9166999999999996,laugh ratio exactli favour audienc,5
laws political correctness common decency,0.55556,5.5556,law polit correct common decenc,5
legendary actor michel serrault film,0.55556,5.5556,legendari actor michel serrault film,5
logic factor last plot device leave stand,0.44444,4.4444,logic factor last plot devic leav stand,7
